13153    04,05,16,17,30|03,09    2013-12-30
13152    09,12,14,18,19|03,09    2013-12-28
13151    02,13,21,27,30|03,04    2013-12-25
13150    06,07,14,18,22|08,11    2013-12-23
13149    06,07,08,09,13|05,07    2013-12-21
13148    02,05,09,29,32|03,07    2013-12-18
13147    03,09,22,24,25|05,09    2013-12-16
13146    06,07,15,25,31|01,09    2013-12-14
13145    02,13,15,18,20|02,11    2013-12-11
13144    03,20,21,23,35|02,08    2013-12-09
13143    03,08,14,21,31|06,08    2013-12-07
13142    06,11,25,28,29|04,12    2013-12-04
13141    05,15,18,25,31|08,10    2013-12-02
13140    01,12,17,26,28|01,06    2013-11-30
13139    05,06,18,20,31|06,07    2013-11-27
13138    03,08,13,17,24|07,09    2013-11-25
13137    04,12,32,33,34|06,08    2013-11-23
13136    05,11,15,25,28|05,11    2013-11-20
13135    04,13,19,25,26|07,12    2013-11-18
13134    02,13,19,23,32|02,09    2013-11-16
13133    02,08,10,16,17|09,12    2013-11-13
13132    23,26,28,31,34|02,10    2013-11-11
13131    12,15,29,30,31|04,12    2013-11-09
13130    08,09,15,19,30|06,09    2013-11-06
13129    11,23,29,30,33|01,04    2013-11-04
13128    11,13,27,33,35|01,02    2013-11-02
13127    03,14,16,19,32|05,10    2013-10-30
13126    09,10,15,18,30|03,06    2013-10-28
13125    04,08,14,23,28|04,08    2013-10-26
13124    05,07,18,21,32|10,11    2013-10-23
13123    02,09,10,33,34|05,12    2013-10-21
13122    15,17,20,24,35|04,12    2013-10-19
13121    03,18,19,20,24|03,12    2013-10-16
13120    06,14,15,22,26|03,11    2013-10-14
13119    01,02,16,23,35|01,11    2013-10-12
13118    04,06,11,20,31|01,05    2013-10-09
13117    05,16,23,25,33|07,12    2013-10-07
13116    13,22,23,30,33|09,11    2013-10-05
13115    05,16,29,32,34|04,11    2013-10-02
13114    06,17,21,23,33|01,09    2013-09-30
13113    19,21,23,28,30|08,12    2013-09-28
13112    02,10,20,22,29|05,12    2013-09-25
13111    07,12,13,20,27|01,03    2013-09-23
13110    07,16,18,32,33|02,07    2013-09-21
13109    13,20,26,29,32|02,06    2013-09-18
13108    05,10,13,15,18|02,11    2013-09-16
13107    07,13,14,18,25|05,12    2013-09-14
13106    06,07,12,13,27|03,12    2013-09-11
13105    07,13,27,30,34|01,12    2013-09-09
13104    02,05,11,27,29|01,11    2013-09-07
13103    05,08,13,16,31|03,09    2013-09-04
13102    06,12,15,19,26|02,11    2013-09-02
13101    04,09,13,15,32|02,09    2013-08-31
13100    09,12,24,26,30|05,09    2013-08-28
13099    04,11,28,30,33|05,12    2013-08-26
13098    02,06,16,29,34|10,11    2013-08-24
13097    07,08,13,17,32|03,08    2013-08-21
13096    17,19,20,22,26|06,08    2013-08-19
13095    03,17,28,30,33|01,10    2013-08-17
13094    03,28,33,34,35|06,09    2013-08-14
13093    01,05,17,18,26|05,07    2013-08-12
13092    07,10,21,27,33|03,09    2013-08-10
13091    04,09,28,34,35|02,08    2013-08-07
13090    02,26,30,31,33|11,12    2013-08-05
13089    06,07,23,24,29|04,11    2013-08-03
13088    03,05,08,33,35|01,03    2013-07-31
13087    09,12,22,32,34|02,04    2013-07-29
13086    09,16,26,29,31|06,09    2013-07-27
13085    08,19,23,27,32|03,05    2013-07-24
13084    08,22,26,29,35|01,05    2013-07-22
13083    26,29,30,32,35|04,10    2013-07-20
13082    03,09,25,26,33|03,12    2013-07-17
13081    07,09,15,17,23|02,07    2013-07-15
13080    06,21,23,27,31|04,06    2013-07-13
13079    09,10,17,21,34|01,07    2013-07-10
13078    02,07,23,31,33|02,08    2013-07-08
13077    24,26,30,32,35|06,12    2013-07-06
13076    13,15,16,26,27|09,10    2013-07-03
13075    01,11,13,19,35|07,08    2013-07-01
13074    06,14,20,24,32|01,07    2013-06-29
13073    03,05,23,27,31|02,06    2013-06-26
13072    12,27,28,33,35|03,05    2013-06-24
13071    13,19,26,27,28|03,11    2013-06-22
13070    09,12,18,21,29|01,08    2013-06-19
13069    06,12,13,16,30|07,12    2013-06-17
13068    10,17,27,34,35|05,07    2013-06-15
13067    02,03,05,08,29|10,12    2013-06-12
13066    06,07,13,33,34|02,11    2013-06-10
13065    09,28,31,34,35|02,09    2013-06-08
13064    21,24,26,28,32|01,03    2013-06-05
13063    03,05,11,27,28|05,06    2013-06-03
13062    01,05,08,09,12|09,12    2013-06-01
13061    01,14,18,21,32|05,10    2013-05-29
13060    15,25,26,32,35|05,10    2013-05-27
13059    03,08,11,24,27|07,12    2013-05-25
13058    20,21,27,31,35|07,11    2013-05-22
13057    07,15,27,33,35|07,10    2013-05-20
13056    11,22,30,32,35|03,04    2013-05-18
13055    04,05,22,23,24|03,09    2013-05-15
13054    05,08,21,30,32|01,08    2013-05-13
13053    13,31,33,34,35|05,07    2013-05-11
13052    01,02,10,29,31|01,10    2013-05-08
13051    05,08,15,18,33|07,08    2013-05-06
13050    14,22,30,32,33|07,08    2013-05-04
13049    18,22,25,31,32|04,06    2013-05-01
13048    10,11,23,32,33|01,04    2013-04-29
13047    12,20,28,30,35|03,11    2013-04-27
13046    15,16,19,25,32|05,11    2013-04-24
13045    08,11,12,21,25|02,07    2013-04-22
13044    07,11,13,18,28|05,10    2013-04-20
13043    07,13,25,34,35|07,09    2013-04-17
13042    02,06,22,23,33|01,06    2013-04-15
13041    03,13,14,15,34|05,08    2013-04-13
13040    16,17,22,26,35|03,10    2013-04-10
13039    06,23,30,33,35|07,10    2013-04-08
13038    01,19,24,25,26|07,09    2013-04-06
13037    02,26,31,32,34|06,08    2013-04-03
13036    08,12,32,33,35|03,05    2013-04-01
13035    05,14,28,32,34|07,08    2013-03-30
13034    01,03,11,19,29|04,08    2013-03-27
13033    12,18,22,28,31|01,11    2013-03-25
13032    12,27,28,33,35|01,08    2013-03-23
13031    12,17,18,26,32|10,11    2013-03-20
13030    03,05,09,10,28|05,07    2013-03-18
13029    05,07,17,25,26|04,10    2013-03-16
13028    13,19,28,30,34|08,12    2013-03-13
13027    03,12,14,24,35|03,08    2013-03-11
13026    02,10,16,30,33|05,06    2013-03-09
13025    03,23,25,26,28|10,12    2013-03-06
13024    09,12,14,18,24|01,04    2013-03-04
13023    05,19,24,26,35|05,07    2013-03-02
13022    03,04,13,17,23|03,08    2013-02-27
13021    23,24,28,30,33|01,11    2013-02-25
13020    06,11,20,31,32|05,09    2013-02-23
13019    06,12,17,29,30|07,11    2013-02-20
13018    20,23,31,33,34|03,09    2013-02-18
13017    11,14,22,29,34|05,11    2013-02-16
13016    05,15,19,27,32|08,09    2013-02-06
13015    14,15,26,32,33|01,11    2013-02-04
13014    05,08,25,29,31|02,04    2013-02-02
13013    13,15,29,30,35|01,11    2013-01-30
13012    01,14,31,32,34|02,11    2013-01-28
13011    01,02,08,15,23|06,09    2013-01-26
13010    09,15,17,18,29|09,11    2013-01-23
13009    10,17,19,27,29|05,12    2013-01-21
13008    02,07,25,29,34|03,06    2013-01-19
13007    14,29,32,33,34|03,06    2013-01-16
13006    08,20,25,31,32|05,07    2013-01-14
13005    18,22,26,28,31|10,12    2013-01-12
13004    07,08,12,20,25|03,07    2013-01-09
13003    01,16,18,21,31|09,12    2013-01-07
13002    04,20,27,31,32|06,12    2013-01-05
13001    06,09,11,31,32|05,11    2013-01-02
