07890    08,13,24,30,32|08,10    2007-05-26
07889    03,11,24,26,34|03,12    2007-05-23
07888    11,12,17,18,19|02,07    2007-05-21
07093    06,08,16,25,27|08,12    2007-12-31
07092    06,19,27,28,29|06,10    2007-12-29
07091    07,12,26,31,32|03,08    2007-12-26
07090    04,20,24,31,33|09,12    2007-12-24
07089    08,13,24,30,34|01,12    2007-12-22
07088    17,18,21,23,33|06,10    2007-12-19
07087    08,18,30,31,33|04,09    2007-12-17
07086    14,18,19,26,28|03,09    2007-12-15
07085    17,24,28,29,33|02,05    2007-12-12
07084    05,11,18,29,34|10,11    2007-12-10
07083    01,05,20,21,24|03,04    2007-12-08
07082    03,05,14,33,34|07,08    2007-12-05
07081    06,18,20,22,35|04,09    2007-12-03
07080    01,15,20,25,27|05,10    2007-12-01
07079    06,09,25,26,31|02,08    2007-11-28
07078    09,12,14,22,23|01,02    2007-11-26
07077    04,06,12,13,24|01,04    2007-11-24
07076    02,09,12,15,31|09,10    2007-11-21
07075    05,11,20,30,32|07,11    2007-11-19
07074    16,17,23,24,31|05,10    2007-11-17
07073    04,05,09,12,23|02,11    2007-11-14
07072    21,24,26,27,33|01,05    2007-11-12
07071    10,22,32,33,35|01,07    2007-11-10
07070    07,26,29,30,35|03,04    2007-11-07
07069    02,13,16,21,35|01,05    2007-11-05
07068    04,09,13,14,33|06,10    2007-11-03
07067    11,18,25,30,31|04,09    2007-10-31
07066    04,07,08,19,24|07,12    2007-10-29
07065    19,20,24,29,31|09,10    2007-10-27
07064    02,16,32,33,35|05,10    2007-10-24
07063    10,31,33,34,35|07,12    2007-10-22
07062    01,04,10,14,29|11,12    2007-10-20
07061    02,10,19,28,29|02,09    2007-10-17
07060    12,13,29,30,31|04,07    2007-10-15
07059    04,15,23,31,33|03,09    2007-10-13
07058    08,21,25,28,33|02,06    2007-10-10
07057    14,16,30,32,35|06,07    2007-10-08
07056    04,11,17,20,21|05,09    2007-10-06
07055    10,16,24,31,33|07,10    2007-10-03
07054    04,10,19,29,34|03,06    2007-10-01
07053    11,16,19,21,25|01,10    2007-09-29
07052    01,14,29,32,33|05,10    2007-09-26
07051    03,07,24,28,35|08,11    2007-09-24
07050    13,21,22,30,35|01,11    2007-09-22
07049    09,10,15,17,32|04,06    2007-09-19
07048    08,25,26,29,35|06,08    2007-09-17
07047    01,06,15,19,35|02,09    2007-09-15
07046    04,16,18,23,30|01,10    2007-09-12
07045    09,16,20,26,35|11,12    2007-09-10
07044    04,05,07,12,26|01,10    2007-09-08
07043    04,09,22,24,31|02,06    2007-09-05
07042    07,10,22,31,35|05,06    2007-09-03
07041    03,16,17,22,35|01,08    2007-09-01
07040    05,21,25,28,35|01,04    2007-08-29
07039    10,11,20,21,35|07,11    2007-08-27
07038    06,21,25,27,32|08,09    2007-08-25
07037    01,06,07,17,31|11,12    2007-08-22
07036    15,18,21,27,34|01,02    2007-08-20
07035    07,11,16,31,32|01,12    2007-08-18
07034    06,08,11,13,22|02,11    2007-08-15
07033    01,05,08,14,22|03,12    2007-08-13
07032    01,13,21,23,32|04,11    2007-08-11
07031    03,21,27,31,32|06,08    2007-08-08
07030    11,14,27,33,35|02,07    2007-08-06
07029    15,22,25,29,35|09,11    2007-08-04
07028    20,26,30,34,35|03,10    2007-08-01
07027    02,03,10,19,27|06,10    2007-07-30
07026    05,09,13,33,35|01,08    2007-07-28
07025    22,24,26,27,34|02,10    2007-07-25
07024    06,16,20,25,31|04,09    2007-07-23
07023    08,10,23,32,34|08,10    2007-07-21
07022    08,10,12,23,25|03,10    2007-07-18
07021    02,04,24,29,33|01,02    2007-07-16
07020    02,06,11,12,18|05,12    2007-07-14
07019    03,06,17,22,23|04,06    2007-07-11
07018    03,04,16,23,28|06,09    2007-07-09
07017    13,14,29,32,34|03,12    2007-07-07
07016    01,14,19,24,31|03,12    2007-07-04
07015    02,08,12,13,17|11,12    2007-07-02
07014    01,02,07,29,32|06,07    2007-06-30
07013    12,17,27,29,34|06,09    2007-06-27
07012    03,12,15,29,34|07,11    2007-06-25
07011    29,32,33,34,35|09,10    2007-06-23
07010    06,08,18,29,34|09,11    2007-06-20
07009    01,03,09,19,34|09,12    2007-06-18
07008    02,08,11,21,23|04,07    2007-06-16
07007    14,16,25,26,35|04,09    2007-06-13
07006    01,16,20,23,28|03,06    2007-06-11
07005    01,09,19,20,30|02,11    2007-06-09
07004    06,10,16,17,25|02,04    2007-06-06
07003    03,04,18,23,32|01,06    2007-06-04
07002    15,22,31,34,35|05,12    2007-06-02
07001    22,24,29,31,35|04,11    2007-05-30
