10153    06,07,16,24,35|04,06    2010-12-29
10152    02,05,18,22,23|07,12    2010-12-27
10151    01,10,32,33,35|03,08    2010-12-25
10150    05,24,28,29,35|01,09    2010-12-22
10149    05,22,24,25,30|01,06    2010-12-20
10148    03,04,08,10,35|02,06    2010-12-18
10147    01,15,19,21,23|11,12    2010-12-15
10146    14,17,30,31,34|04,10    2010-12-13
10145    18,19,27,28,33|03,06    2010-12-11
10144    02,11,16,22,31|10,11    2010-12-08
10143    10,16,18,22,27|06,08    2010-12-06
10142    10,11,19,21,27|04,06    2010-12-04
10141    05,11,17,23,33|03,10    2010-12-01
10140    06,18,20,30,31|03,06    2010-11-29
10139    03,13,16,19,29|07,09    2010-11-27
10138    08,12,14,19,27|05,06    2010-11-24
10137    22,27,28,33,35|09,11    2010-11-22
10136    03,13,18,30,33|07,08    2010-11-20
10135    14,17,19,26,32|03,04    2010-11-17
10134    09,12,13,19,30|04,05    2010-11-15
10133    11,16,17,21,22|03,06    2010-11-13
10132    18,21,23,25,29|06,11    2010-11-10
10131    10,15,22,28,29|04,12    2010-11-08
10130    05,06,09,10,34|08,11    2010-11-06
10129    14,15,24,25,26|03,07    2010-11-03
10128    06,17,19,29,35|02,08    2010-11-01
10127    03,22,24,30,33|04,10    2010-10-30
10126    03,05,09,13,33|05,11    2010-10-27
10125    01,07,09,14,19|09,12    2010-10-25
10124    01,09,27,29,34|01,06    2010-10-23
10123    18,20,30,32,33|01,11    2010-10-20
10122    05,06,11,13,26|02,07    2010-10-18
10121    21,22,31,32,34|02,12    2010-10-16
10120    08,10,18,34,35|06,10    2010-10-13
10119    05,13,14,23,26|02,03    2010-10-11
10118    19,22,23,29,35|08,10    2010-10-09
10117    04,06,21,27,34|05,09    2010-10-06
10116    14,22,27,28,35|04,10    2010-10-04
10115    05,07,10,15,32|03,08    2010-10-02
10114    03,07,22,25,35|03,11    2010-09-29
10113    05,16,22,23,32|04,10    2010-09-27
10112    14,15,18,34,35|08,10    2010-09-25
10111    03,06,13,14,29|01,02    2010-09-22
10110    21,29,30,33,35|07,11    2010-09-20
10109    01,02,08,11,25|10,12    2010-09-18
10108    01,10,13,19,34|09,12    2010-09-15
10107    14,17,22,27,34|03,05    2010-09-13
10106    05,27,28,29,34|09,12    2010-09-11
10105    05,17,26,27,35|08,09    2010-09-08
10104    14,25,30,32,33|01,11    2010-09-06
10103    10,14,29,30,35|05,08    2010-09-04
10102    04,15,19,24,35|01,10    2010-09-01
10101    11,15,22,27,35|05,08    2010-08-30
10100    19,20,30,33,35|06,08    2010-08-28
10099    03,11,17,21,30|01,08    2010-08-25
10098    02,03,12,13,25|01,07    2010-08-23
10097    09,17,21,28,29|02,08    2010-08-21
10096    04,09,24,30,35|01,10    2010-08-18
10095    12,14,16,19,25|01,06    2010-08-16
10094    20,32,33,34,35|06,07    2010-08-14
10093    02,04,09,28,29|05,08    2010-08-11
10092    02,15,29,30,34|02,12    2010-08-09
10091    06,10,23,26,31|05,07    2010-08-07
10090    08,24,26,31,32|07,09    2010-08-04
10089    04,10,13,18,23|08,10    2010-08-02
10088    03,05,14,30,35|03,06    2010-07-31
10087    01,12,20,21,24|02,08    2010-07-28
10086    01,02,12,19,35|05,07    2010-07-26
10085    02,10,16,18,34|02,03    2010-07-24
10084    03,13,14,22,26|02,05    2010-07-21
10083    07,11,21,22,35|04,07    2010-07-19
10082    05,08,24,29,30|04,06    2010-07-17
10081    14,18,20,24,27|05,10    2010-07-14
10080    08,19,27,29,34|04,10    2010-07-12
10079    01,04,21,22,24|02,05    2010-07-10
10078    02,03,15,28,35|01,11    2010-07-07
10077    06,07,09,17,24|02,12    2010-07-05
10076    09,12,16,19,35|02,12    2010-07-03
10075    10,12,17,23,27|05,07    2010-06-30
10074    03,07,20,27,32|02,12    2010-06-28
10073    04,09,11,30,32|01,11    2010-06-26
10072    05,10,17,23,25|03,10    2010-06-23
10071    07,12,26,30,32|02,07    2010-06-21
10070    05,14,23,25,28|11,12    2010-06-19
10069    06,17,18,25,29|08,09    2010-06-16
10068    11,17,19,20,34|06,10    2010-06-14
10067    01,11,19,30,32|03,10    2010-06-12
10066    15,21,22,24,27|01,06    2010-06-09
10065    05,08,13,14,32|08,11    2010-06-07
10064    07,10,12,20,21|06,09    2010-06-05
10063    07,14,16,30,31|03,06    2010-06-02
10062    06,07,18,30,31|07,08    2010-05-31
10061    05,12,14,17,22|05,07    2010-05-29
10060    10,13,22,33,34|01,05    2010-05-26
10059    06,10,14,25,34|01,03    2010-05-24
10058    06,15,17,19,30|01,12    2010-05-22
10057    15,17,24,32,35|07,09    2010-05-19
10056    05,09,23,25,30|09,12    2010-05-17
10055    13,14,17,27,32|02,10    2010-05-15
10054    12,25,29,30,33|10,11    2010-05-12
10053    09,19,22,26,34|09,11    2010-05-10
10052    04,06,25,29,32|05,06    2010-05-08
10051    06,10,20,24,32|06,10    2010-05-05
10050    07,08,15,30,35|05,10    2010-05-03
10049    01,25,29,31,33|04,10    2010-05-01
10048    02,03,10,12,25|03,09    2010-04-28
10047    04,08,11,30,31|02,08    2010-04-26
10046    02,15,19,26,27|05,06    2010-04-24
10045    08,17,18,20,28|09,10    2010-04-21
10044    06,21,24,28,30|02,07    2010-04-19
10043    05,08,10,33,35|02,10    2010-04-17
10042    01,05,19,34,35|06,07    2010-04-14
10041    16,22,28,29,34|04,12    2010-04-12
10040    13,20,26,31,35|02,11    2010-04-10
10039    07,19,26,28,32|01,08    2010-04-07
10038    08,10,25,29,33|01,02    2010-04-05
10037    19,21,26,34,35|01,09    2010-04-03
10036    19,25,28,31,33|01,08    2010-03-31
10035    14,16,20,31,34|01,07    2010-03-29
10034    01,06,19,25,26|03,09    2010-03-27
10033    12,19,28,29,30|05,08    2010-03-24
10032    13,16,23,24,33|07,11    2010-03-22
10031    05,13,16,17,35|06,08    2010-03-20
10030    10,12,19,32,35|02,07    2010-03-17
10029    21,22,33,34,35|03,04    2010-03-15
10028    01,02,07,20,35|01,03    2010-03-13
10027    05,23,26,32,34|02,09    2010-03-10
