08154    05,07,10,29,32|04,06    2008-12-31
08153    02,04,06,25,26|02,05    2008-12-29
08152    03,05,14,20,33|07,11    2008-12-27
08151    07,10,27,31,34|08,09    2008-12-24
08150    01,09,10,15,25|03,08    2008-12-22
08149    02,05,06,27,29|03,04    2008-12-20
08148    03,07,20,33,35|04,07    2008-12-17
08147    16,18,19,24,35|11,12    2008-12-15
08146    09,23,24,26,33|07,12    2008-12-13
08145    05,16,27,29,30|05,11    2008-12-10
08144    10,19,27,28,33|05,12    2008-12-08
08143    01,02,22,29,32|01,04    2008-12-06
08142    06,18,21,30,35|08,09    2008-12-03
08141    09,15,18,30,34|04,05    2008-12-01
08140    02,09,11,29,32|08,09    2008-11-29
08139    01,06,10,14,22|06,08    2008-11-26
08138    04,05,18,22,35|07,08    2008-11-24
08137    01,10,25,32,35|05,09    2008-11-22
08136    03,28,29,32,34|01,06    2008-11-19
08135    07,22,25,29,33|01,12    2008-11-17
08134    11,13,15,28,35|08,10    2008-11-15
08133    10,12,15,33,35|03,09    2008-11-12
08132    06,14,24,27,29|05,09    2008-11-10
08131    08,09,12,21,32|07,11    2008-11-08
08130    03,05,22,29,34|07,12    2008-11-05
08129    13,16,20,25,27|04,05    2008-11-03
08128    12,15,23,24,25|10,11    2008-11-01
08127    08,21,22,31,33|01,07    2008-10-29
08126    09,29,32,34,35|01,08    2008-10-27
08125    01,04,28,33,34|06,11    2008-10-25
08124    02,10,13,29,33|06,10    2008-10-22
08123    01,06,12,28,31|08,09    2008-10-20
08122    03,06,12,20,29|09,12    2008-10-18
08121    11,23,24,32,35|04,10    2008-10-15
08120    21,23,24,25,32|03,04    2008-10-13
08119    01,02,10,19,27|01,11    2008-10-11
08118    06,09,19,25,30|06,12    2008-10-08
08117    13,23,24,25,30|02,08    2008-10-06
08116    06,08,15,24,31|01,03    2008-10-04
08115    07,09,19,21,33|07,10    2008-10-01
08114    02,03,22,27,31|06,07    2008-09-29
08113    11,14,17,19,22|01,08    2008-09-27
08112    04,18,26,32,33|05,08    2008-09-24
08111    02,11,12,14,19|05,09    2008-09-22
08110    05,16,25,27,33|04,09    2008-09-20
08109    01,10,18,28,34|05,08    2008-09-17
08108    11,16,24,29,32|09,11    2008-09-15
08107    01,02,13,15,16|04,09    2008-09-13
08106    03,05,21,28,33|02,06    2008-09-10
08105    12,21,22,26,35|04,05    2008-09-08
08104    07,08,10,24,34|08,11    2008-09-06
08102    05,25,26,29,35|03,10    2008-09-01
08101    10,13,23,31,33|04,11    2008-08-30
08100    12,20,26,29,30|02,06    2008-08-27
08098    07,10,22,27,33|04,08    2008-08-23
08097    01,10,31,33,35|03,10    2008-08-20
08096    06,07,12,25,28|02,12    2008-08-18
08095    03,04,11,21,25|01,07    2008-08-16
08094    07,12,19,27,34|11,12    2008-08-13
08093    06,07,10,24,30|05,08    2008-08-11
08092    03,23,26,32,34|04,09    2008-08-09
08091    09,13,19,22,25|04,10    2008-08-06
08090    04,11,18,33,34|02,06    2008-08-04
08089    08,13,24,32,33|03,09    2008-08-02
08088    07,11,19,27,31|02,03    2008-07-30
08087    14,22,32,33,35|01,05    2008-07-28
08086    01,06,10,22,35|03,07    2008-07-26
08085    03,07,13,15,19|02,10    2008-07-23
08084    02,17,20,22,25|05,11    2008-07-21
08083    06,14,15,30,31|03,10    2008-07-19
08082    15,19,29,33,35|01,02    2008-07-16
08081    07,08,20,22,29|04,07    2008-07-14
08080    06,09,29,31,33|05,11    2008-07-12
08079    20,23,26,32,33|05,12    2008-07-09
08078    08,17,20,28,31|07,11    2008-07-07
08077    01,08,21,33,34|05,07    2008-07-05
08076    03,05,10,27,34|01,12    2008-07-02
08075    01,10,13,30,33|06,07    2008-06-30
08074    10,13,22,31,35|04,12    2008-06-28
08073    02,05,06,07,31|08,10    2008-06-25
08072    10,25,32,33,34|03,09    2008-06-23
08071    01,05,11,14,25|01,09    2008-06-21
08070    09,17,18,21,31|01,05    2008-06-18
08069    05,13,16,29,33|06,08    2008-06-16
08068    06,09,11,33,34|06,10    2008-06-14
08067    03,10,14,15,22|04,07    2008-06-11
08066    02,07,21,22,25|04,12    2008-06-09
08065    19,22,23,25,32|06,12    2008-06-07
08064    14,18,24,27,31|06,07    2008-06-04
08063    07,11,24,30,35|06,08    2008-06-02
08062    01,15,27,28,29|03,10    2008-05-31
08061    07,10,14,19,32|03,06    2008-05-28
08060    03,13,17,23,30|01,11    2008-05-26
08059    07,13,21,25,31|08,10    2008-05-24
08058    03,09,11,29,33|03,12    2008-05-21
08057    05,08,09,17,33|05,06    2008-05-19
08056    15,19,25,30,31|03,09    2008-05-17
08055    02,14,28,30,35|04,12    2008-05-14
08054    05,14,23,31,35|02,06    2008-05-12
08053    01,13,21,23,32|03,06    2008-05-10
08052    03,18,19,30,35|05,09    2008-05-07
08051    01,07,09,11,33|03,11    2008-05-05
08050    01,05,11,26,27|03,07    2008-05-03
