14154    05,12,17,23,28|02,09    2014-12-31
14153    01,08,13,24,32|05,10    2014-12-29
14152    05,12,18,24,33|01,05    2014-12-27
14151    03,08,26,31,32|08,12    2014-12-24
14150    19,21,30,33,35|05,07    2014-12-22
14149    02,13,19,26,35|01,05    2014-12-20
14148    03,09,10,11,20|07,09    2014-12-17
14147    05,09,14,26,34|02,09    2014-12-15
14146    02,16,23,24,28|10,11    2014-12-13
14145    15,19,22,24,26|10,11    2014-12-10
14144    01,21,24,25,35|04,11    2014-12-08
14143    01,11,14,18,25|06,10    2014-12-06
14142    18,21,25,28,30|04,06    2014-12-03
14141    04,17,20,26,29|05,08    2014-12-01
14140    01,19,20,25,34|07,12    2014-11-29
14139    03,05,07,15,34|01,10    2014-11-26
14138    01,07,29,32,34|09,12    2014-11-24
14137    02,11,16,22,34|02,05    2014-11-22
14136    04,18,20,34,35|07,11    2014-11-19
14135    20,26,28,30,35|09,12    2014-11-17
14134    02,05,07,11,32|09,12    2014-11-15
14133    02,08,12,14,18|04,12    2014-11-12
14132    01,03,04,19,32|01,07    2014-11-10
14131    03,16,19,23,27|03,07    2014-11-08
14130    02,18,31,32,33|05,07    2014-11-05
14129    07,22,28,30,32|05,06    2014-11-03
14128    02,04,16,22,34|08,11    2014-11-01
14127    02,04,06,15,19|02,11    2014-10-29
14126    02,09,22,30,34|09,10    2014-10-27
14125    12,15,19,23,31|04,10    2014-10-25
14124    01,03,28,29,35|08,12    2014-10-22
14123    01,09,12,22,25|02,09    2014-10-20
14122    03,10,25,26,35|01,07    2014-10-18
14121    13,16,18,22,32|08,10    2014-10-15
14120    01,04,06,18,33|05,11    2014-10-13
14119    04,08,09,13,18|08,12    2014-10-11
14118    02,03,23,24,26|05,11    2014-10-08
14117    03,14,17,18,33|06,09    2014-10-06
14116    06,13,15,24,27|04,05    2014-10-04
14115    01,05,26,29,30|02,10    2014-10-01
14114    03,16,24,30,33|05,08    2014-09-29
14113    02,13,17,19,23|01,06    2014-09-27
14112    03,05,14,18,32|02,10    2014-09-24
14111    11,16,18,20,29|03,04    2014-09-22
14110    09,18,19,22,24|08,11    2014-09-20
14109    15,18,20,21,23|01,02    2014-09-17
14108    01,02,13,23,35|09,12    2014-09-15
14107    05,13,14,21,34|08,10    2014-09-13
14106    05,09,11,20,22|05,11    2014-09-10
14105    04,10,26,29,32|04,08    2014-09-08
14104    07,13,14,28,32|04,11    2014-09-06
14103    14,20,23,25,26|10,12    2014-09-03
14102    01,07,14,19,20|03,12    2014-09-01
14101    09,10,12,17,28|03,11    2014-08-30
14100    02,04,08,12,35|01,07    2014-08-27
14099    15,21,22,23,33|01,07    2014-08-25
14098    16,18,22,25,35|03,10    2014-08-23
14097    03,15,20,21,23|07,09    2014-08-20
14096    03,07,21,23,31|05,10    2014-08-18
14095    06,22,30,31,34|05,06    2014-08-16
14094    13,14,24,25,34|04,07    2014-08-13
14093    03,08,30,32,34|09,11    2014-08-11
14092    02,18,27,30,32|05,11    2014-08-09
14091    10,16,18,29,32|02,07    2014-08-06
14090    02,03,20,23,28|06,08    2014-08-04
14089    02,08,12,29,30|07,12    2014-08-02
14088    07,13,20,25,26|08,11    2014-07-30
14087    04,07,31,33,35|09,10    2014-07-28
14086    06,08,27,29,35|03,09    2014-07-26
14085    06,12,13,25,29|11,12    2014-07-23
14084    02,07,09,11,28|05,09    2014-07-21
14083    18,20,24,33,35|05,10    2014-07-19
14082    01,08,18,23,25|08,12    2014-07-16
14081    03,05,08,10,25|09,12    2014-07-14
14080    17,20,23,25,27|03,10    2014-07-12
14079    09,10,20,31,32|06,10    2014-07-09
14078    10,15,16,22,28|04,05    2014-07-07
14077    09,16,26,31,32|01,05    2014-07-05
14076    05,10,19,31,32|09,10    2014-07-02
14075    05,07,29,32,35|04,10    2014-06-30
14074    06,11,22,27,30|05,11    2014-06-28
14073    04,05,07,13,35|05,06    2014-06-25
14072    17,19,22,24,30|02,09    2014-06-23
14071    04,14,15,22,23|01,07    2014-06-21
14070    01,02,07,10,32|04,12    2014-06-18
14069    16,22,27,29,31|02,09    2014-06-16
14068    05,15,24,29,35|05,06    2014-06-14
14067    03,18,23,24,31|03,07    2014-06-11
14066    08,14,16,20,31|03,11    2014-06-09
14065    07,12,19,31,33|07,12    2014-06-07
14064    08,15,33,34,35|01,08    2014-06-04
14063    11,17,21,23,34|03,04    2014-06-02
14062    04,07,17,24,25|02,04    2014-05-31
14061    04,11,17,20,29|06,10    2014-05-28
14060    12,22,29,30,34|05,11    2014-05-26
14059    07,15,17,25,29|04,11    2014-05-24
14058    09,15,22,24,26|02,07    2014-05-21
14057    08,10,20,27,33|01,09    2014-05-19
14056    12,18,28,29,35|07,08    2014-05-17
14055    04,23,26,27,35|10,11    2014-05-14
14054    02,03,20,25,34|01,12    2014-05-12
14053    02,11,17,27,30|03,04    2014-05-10
14052    14,19,21,24,30|02,07    2014-05-07
14051    01,07,11,29,30|03,11    2014-05-05
14050    10,18,27,28,35|01,06    2014-05-03
14049    03,15,17,22,31|03,05    2014-04-30
14048    01,02,05,15,35|01,11    2014-04-28
14047    06,17,18,30,34|06,12    2014-04-26
14046    03,15,18,21,26|01,06    2014-04-23
14045    06,10,12,16,30|02,11    2014-04-21
14044    22,23,25,27,35|03,11    2014-04-19
14043    01,11,23,29,30|01,12    2014-04-16
14042    16,21,25,27,35|06,11    2014-04-14
14041    05,07,11,15,18|05,12    2014-04-12
14040    12,15,21,30,33|02,08    2014-04-09
14039    02,05,11,15,20|08,11    2014-04-07
14038    07,08,12,20,32|03,05    2014-04-05
14037    03,04,08,19,34|02,04    2014-04-02
14036    01,02,12,17,29|03,08    2014-03-31
14035    09,12,14,28,29|03,10    2014-03-29
14034    03,11,14,27,32|05,07    2014-03-26
14033    01,07,08,28,29|04,08    2014-03-24
14032    02,05,06,09,31|02,09    2014-03-22
14031    06,15,27,32,33|03,04    2014-03-19
14030    03,14,18,29,35|11,12    2014-03-17
14029    03,21,22,23,35|05,09    2014-03-15
14028    03,10,20,25,30|10,12    2014-03-12
14027    09,10,24,28,29|10,12    2014-03-10
14026    05,10,12,15,26|04,08    2014-03-08
14025    19,20,27,32,34|06,08    2014-03-05
14024    07,11,15,31,32|06,11    2014-03-03
14023    04,13,15,29,33|05,09    2014-03-01
14022    03,06,10,16,25|10,11    2014-02-26
14021    06,10,17,23,24|03,09    2014-02-24
14020    01,14,17,30,35|06,07    2014-02-22
14019    07,12,22,29,32|11,12    2014-02-19
14018    08,09,12,28,34|02,12    2014-02-17
14017    05,10,11,23,34|01,10    2014-02-15
14016    04,06,13,24,34|04,09    2014-02-12
14015    04,06,18,20,30|05,07    2014-02-10
14014    01,09,11,27,29|03,11    2014-02-08
14013    10,11,13,22,28|04,12    2014-01-29
14012    09,20,21,23,29|05,07    2014-01-27
14011    04,06,14,24,35|07,12    2014-01-25
14010    05,10,20,26,27|01,03    2014-01-22
14009    10,18,25,29,33|07,08    2014-01-20
14008    11,13,20,28,35|01,05    2014-01-18
14007    08,11,14,21,32|03,11    2014-01-15
14006    01,04,07,16,35|06,08    2014-01-13
14005    15,17,18,29,33|04,08    2014-01-11
14004    07,10,19,27,28|09,12    2014-01-08
14003    07,11,13,21,33|05,06    2014-01-06
14002    01,12,21,24,29|01,07    2014-01-04
14001    05,13,20,23,29|08,11    2014-01-01
