09153    21,22,30,32,34|03,07    2009-12-30
09152    01,23,29,30,32|07,12    2009-12-28
09151    03,08,14,30,31|04,09    2009-12-26
09150    04,11,18,25,34|05,07    2009-12-23
09149    01,03,10,12,20|02,07    2009-12-21
09148    02,04,13,14,33|01,09    2009-12-19
09147    06,12,18,22,29|05,08    2009-12-16
09146    11,17,23,24,25|03,06    2009-12-14
09145    05,11,14,22,35|03,10    2009-12-12
09144    18,26,32,33,34|04,06    2009-12-09
09143    01,09,10,11,22|01,12    2009-12-07
09142    05,06,13,24,31|03,11    2009-12-05
09141    13,14,21,30,33|02,08    2009-12-02
09140    07,08,19,26,30|01,12    2009-11-30
09139    14,16,20,22,32|05,09    2009-11-28
09138    03,04,14,28,32|09,10    2009-11-25
09137    12,28,29,30,34|01,09    2009-11-23
09136    07,13,23,24,29|06,10    2009-11-21
09135    06,08,15,20,32|05,06    2009-11-18
09134    02,16,19,28,33|07,11    2009-11-16
09133    01,08,24,27,34|10,11    2009-11-14
09132    02,10,12,15,28|04,07    2009-11-11
09131    02,03,08,33,34|03,11    2009-11-09
09130    09,14,25,32,34|02,08    2009-11-07
09129    02,10,18,32,33|03,08    2009-11-04
09128    06,21,28,32,34|04,07    2009-11-02
09127    05,09,27,32,34|05,08    2009-10-31
09126    14,23,27,28,33|08,12    2009-10-28
09125    08,20,23,29,31|02,11    2009-10-26
09124    01,03,14,32,35|07,11    2009-10-24
09121    04,05,08,11,22|02,10    2009-10-17
09120    11,23,27,28,32|02,05    2009-10-14
09119    03,12,22,23,28|04,12    2009-10-12
09118    10,17,18,21,34|05,11    2009-10-10
09117    07,21,29,31,33|09,10    2009-10-07
09116    12,15,23,30,33|09,12    2009-10-05
09115    01,02,06,08,26|05,12    2009-10-03
09114    02,08,25,29,33|03,07    2009-09-30
09113    03,04,10,18,27|06,08    2009-09-28
09112    02,08,12,34,35|04,05    2009-09-26
09111    04,11,13,19,35|10,12    2009-09-23
09110    22,28,30,31,34|07,09    2009-09-21
09109    02,11,13,26,35|06,10    2009-09-19
09108    01,09,14,29,30|07,10    2009-09-16
09107    11,12,33,34,35|01,10    2009-09-14
09106    11,21,22,25,34|06,09    2009-09-12
09105    01,25,26,34,35|06,11    2009-09-09
09104    15,25,29,32,33|10,11    2009-09-07
09103    16,20,28,32,33|01,02    2009-09-05
09102    11,13,29,32,35|10,12    2009-09-02
09101    02,10,14,22,26|04,09    2009-08-31
09100    16,20,25,29,33|01,08    2009-08-29
09099    03,09,21,23,33|06,10    2009-08-26
09098    11,17,19,25,26|02,10    2009-08-24
09097    06,13,14,22,25|01,04    2009-08-22
09096    07,12,28,32,33|01,03    2009-08-19
09095    08,18,24,30,33|01,06    2009-08-17
09094    01,05,21,23,29|05,12    2009-08-15
09093    07,09,22,30,33|09,11    2009-08-12
09092    10,21,22,27,29|08,12    2009-08-10
