11154    04,12,16,20,28|08,11    2011-12-31
11153    06,22,29,30,35|03,05    2011-12-28
11152    01,04,06,21,35|02,11    2011-12-26
11151    07,11,14,20,27|03,10    2011-12-24
11150    13,22,30,33,34|06,12    2011-12-21
11149    02,07,12,29,31|03,05    2011-12-19
11148    07,10,11,26,31|03,04    2011-12-17
11147    01,15,16,27,28|02,07    2011-12-14
11146    09,13,19,29,34|02,11    2011-12-12
11145    07,15,19,24,29|04,06    2011-12-10
11144    07,18,24,28,33|02,03    2011-12-07
11143    08,09,12,25,33|07,10    2011-12-05
11142    04,26,30,33,34|04,06    2011-12-03
11141    02,11,19,22,35|10,12    2011-11-30
11140    01,12,32,33,34|09,11    2011-11-28
11139    04,06,10,15,16|03,04    2011-11-26
11138    17,23,26,30,32|06,12    2011-11-23
11137    02,15,18,23,31|01,02    2011-11-21
11136    08,09,11,19,33|03,12    2011-11-19
11135    06,22,29,33,35|03,12    2011-11-16
11134    01,10,12,14,17|09,10    2011-11-14
11133    04,11,23,26,35|03,12    2011-11-12
11132    12,14,16,19,33|02,09    2011-11-09
11131    03,05,12,18,33|07,11    2011-11-07
11130    08,09,13,23,35|11,12    2011-11-05
11129    01,07,13,18,23|04,08    2011-11-02
11128    03,04,06,11,13|01,02    2011-10-31
11127    01,11,22,26,29|05,08    2011-10-29
11126    07,17,29,30,33|10,12    2011-10-26
11125    07,10,27,34,35|10,12    2011-10-24
11124    08,12,14,20,25|06,08    2011-10-22
11123    10,14,18,19,35|01,06    2011-10-19
11122    03,08,23,24,34|05,12    2011-10-17
11121    02,03,30,31,33|03,09    2011-10-15
11120    20,25,26,30,31|09,10    2011-10-12
11119    04,15,20,26,31|06,12    2011-10-10
11118    04,07,11,32,35|05,07    2011-10-08
11117    10,12,28,32,33|03,05    2011-10-05
11116    10,15,18,19,26|07,12    2011-10-03
11115    17,26,30,31,35|06,11    2011-10-01
11114    06,08,17,27,35|02,11    2011-09-28
11113    04,05,07,10,12|04,05    2011-09-26
